trip_id,date,hour,city,service,payment_method,fare,distance_km,duration_minute,rating,available_fleet,demand_city_hour,status,customer_id,driver_id,vehicle_id
TRIP02547,2025-02-20,16,Jakarta,Silver Bird,QRIS,45903.0,4.97,31.0,4.6,599,1,Completed,CUST0060,DRV0695,VH1276
TRIP02548,2025-02-27,22,Medan,Bluebird,E-Wallet,51643.0,9.39,43.7,4.3,201,1,Completed,CUST0282,DRV0771,VH0080
TRIP02549,2025-01-05,12,Jakarta,Silver Bird,QRIS,47335.0,6.63,19.0,4.2,702,2,Completed,CUST0237,DRV0834,VH0826
TRIP02550,2025-01-05,12,Medan,Bluebird,Cash,47394.0,4.35,16.4,4.4,223,1,Completed,CUST0638,DRV0740,VH0682
TRIP02551,2025-01-08,11,Jakarta,Bluebird Van,Debit/Credit,63354.0,10.9,45.7,4.6,687,1,Completed,CUST0045,DRV0200,VH0413
TRIP02552,2025-03-05,15,Bandung,Bluebird,Cash,14854.0,5.24,15.4,4.9,328,1,Completed,CUST0800,DRV0026,VH1417
TRIP02553,2025-01-10,14,Semarang,Golden Bird,Debit/Credit,64958.0,5.85,17.2,4.6,165,1,Completed,CUST0741,DRV0944,VH0334
TRIP02554,2025-02-07,20,Surabaya,Silver Bird,Cash,20257.0,1.34,5.0,4.9,274,1,Completed,CUST0197,DRV0102,VH0889
TRIP02555,2025-03-22,15,Jakarta,Bluebird Van,E-Wallet,69172.0,11.34,51.0,4.6,673,2,Completed,CUST0724,DRV0963,VH1352
TRIP02556,2025-01-08,15,Surabaya,Bluebird,QRIS,48522.0,10.46,46.3,4.5,239,2,Completed,CUST0499,DRV0857,VH1026
TRIP02557,2025-01-25,7,Jakarta,Silver Bird,Cash,84889.0,8.52,36.1,4.4,617,3,Completed,CUST0583,DRV0372,VH1227
TRIP02558,2025-03-14,23,Jakarta,Bluebird,Cash,,,,,710,1,Cancelled,CUST0747,DRV0197,VH0258
TRIP02559,2025-03-07,9,Semarang,Bluebird,E-Wallet,59347.0,10.43,43.9,4.6,87,1,Completed,CUST0791,DRV0510,VH0763
TRIP02560,2025-03-20,6,Surabaya,Bluebird,Debit/Credit,36426.0,6.0,20.7,4.9,158,2,Completed,CUST0449,DRV1015,VH1391
TRIP02561,2025-02-19,17,Surabaya,Bluebird,Debit/Credit,40252.0,6.64,32.0,4.8,171,1,Completed,CUST0679,DRV1054,VH1170
TRIP02562,2025-03-08,17,Jakarta,Bluebird Van,QRIS,108226.0,15.44,77.6,3.7,599,3,Completed,CUST0195,DRV0923,VH0837
TRIP02563,2025-02-18,13,Jakarta,Bluebird,QRIS,33968.0,6.39,30.2,4.5,709,1,Completed,CUST0685,DRV0299,VH1402
TRIP02564,2025-02-05,13,Jakarta,Bluebird,Cash,40570.0,10.73,42.9,4.0,692,1,Completed,CUST0195,DRV1157,VH1465
TRIP02565,2025-03-09,19,Bandung,Bluebird,Debit/Credit,55048.0,8.69,39.8,4.7,252,2,Completed,CUST0575,DRV0021,VH0455
TRIP02566,2025-03-19,8,Surabaya,Bluebird,Cash,53398.0,9.17,42.0,4.4,162,1,Completed,CUST0582,DRV1065,VH1431
TRIP02567,2025-02-10,19,Bandung,Bluebird,E-Wallet,43835.0,7.85,40.2,4.6,233,1,Completed,CUST0735,DRV0964,VH0019
TRIP02568,2025-03-30,17,Medan,Bluebird,E-Wallet,50817.0,8.63,35.0,4.2,122,1,Completed,CUST0310,DRV0967,VH0954
TRIP02569,2025-03-03,13,Jakarta,Bluebird,QRIS,45369.0,9.32,34.8,4.9,717,3,Completed,CUST0795,DRV0459,VH0979
TRIP02570,2025-01-10,14,Jakarta,Bluebird,Cash,45069.0,8.34,31.9,4.3,714,1,Completed,CUST0591,DRV0514,VH0433
TRIP02571,2025-01-21,9,Jakarta,Bluebird Van,E-Wallet,79969.0,13.03,50.7,4.6,614,4,Completed,CUST0548,DRV1068,VH1453
TRIP02572,2025-02-05,18,Bandung,Silver Bird,Cash,26214.0,3.06,14.4,4.7,253,1,Completed,CUST0389,DRV0041,VH0252
TRIP02573,2025-01-12,15,Jakarta,Bluebird Van,Cash,85277.0,11.56,49.1,4.4,716,1,Completed,CUST0707,DRV0838,VH0796
TRIP02574,2025-01-02,11,Semarang,Bluebird,Cash,34738.0,9.27,37.1,4.5,178,1,Completed,CUST0435,DRV0263,VH0907
TRIP02575,2025-01-13,17,Jakarta,Bluebird,Debit/Credit,78189.0,10.6,48.2,4.3,605,2,Completed,CUST0729,DRV0685,VH0649
TRIP02576,2025-02-22,23,Semarang,Bluebird,E-Wallet,61419.0,10.15,34.2,4.9,189,1,Completed,CUST0800,DRV1033,VH0910
TRIP02577,2025-02-01,14,Bandung,Bluebird,QRIS,20116.0,6.72,37.9,4.5,295,2,Completed,CUST0661,DRV1077,VH0738
TRIP02578,2025-01-16,21,Semarang,Bluebird,Cash,11875.0,1.19,5.0,4.4,205,1,Completed,CUST0496,DRV1023,VH0221
TRIP02579,2025-02-01,11,Bandung,Bluebird,QRIS,36469.0,6.78,28.9,4.6,297,1,Completed,CUST0785,DRV0128,VH0113
TRIP02580,2025-02-01,6,Semarang,Bluebird,Debit/Credit,29388.0,3.83,19.9,4.7,103,2,Completed,CUST0201,DRV0531,VH1173
TRIP02581,2025-01-11,8,Jakarta,Bluebird,Cash,26196.0,6.3,33.5,4.8,607,1,Completed,CUST0666,DRV0644,VH0560
TRIP02582,2025-01-10,13,Surabaya,Golden Bird,Cash,45466.0,4.27,20.3,4.5,272,1,Completed,CUST0534,DRV0525,VH1082
TRIP02583,2025-01-15,8,Semarang,Bluebird,E-Wallet,30880.0,5.37,19.9,4.6,101,1,Completed,CUST0297,DRV0757,VH0197
TRIP02584,2025-01-17,0,Jakarta,Bluebird,E-Wallet,30477.0,6.71,26.8,4.7,718,1,Completed,CUST0494,DRV0966,VH1042
TRIP02585,2025-02-09,21,Jakarta,Bluebird,E-Wallet,10000.0,1.37,13.8,4.9,679,1,Completed,CUST0727,DRV1164,VH0780
TRIP02586,2025-01-18,19,Bandung,Bluebird,E-Wallet,57318.0,9.1,56.7,4.0,243,1,Completed,CUST0331,DRV0894,VH0215
TRIP02587,2025-02-24,18,Semarang,Bluebird,Cash,49912.0,13.46,60.9,4.4,92,1,Completed,CUST0634,DRV0759,VH0636
TRIP02588,2025-03-14,8,Bandung,Bluebird,Cash,51705.0,8.82,43.6,4.4,268,2,Completed,CUST0778,DRV0232,VH1040
TRIP02589,2025-01-25,7,Bandung,Bluebird,QRIS,44452.0,6.39,49.0,4.3,228,1,Completed,CUST0261,DRV0933,VH0677
TRIP02590,2025-02-28,6,Jakarta,Golden Bird,QRIS,71837.0,8.34,49.3,4.9,609,1,Completed,CUST0055,DRV0088,VH0660
TRIP02591,2025-03-19,18,Jakarta,Silver Bird,E-Wallet,58715.0,7.24,32.6,4.6,641,3,Completed,CUST0282,DRV0766,VH1423
TRIP02592,2025-03-30,21,Medan,Bluebird,E-Wallet,54046.0,7.77,26.7,4.9,241,1,Completed,CUST0772,DRV0637,VH0233
TRIP02593,2025-01-22,14,Jakarta,Bluebird,Debit/Credit,38028.0,8.39,40.3,4.7,703,1,Completed,CUST0795,DRV0201,VH0025
TRIP02594,2025-01-30,7,Surabaya,Bluebird,Cash,26547.0,5.48,22.8,4.4,208,1,Completed,CUST0742,DRV0986,VH1425
TRIP02595,2025-03-25,15,Semarang,Silver Bird,E-Wallet,81980.0,11.85,55.0,3.9,187,2,Completed,CUST0638,DRV0361,VH1389
TRIP02596,2025-03-26,11,Jakarta,Bluebird,E-Wallet,38025.0,4.04,18.5,4.9,686,2,Completed,CUST0442,DRV0132,VH0938
TRIP02597,2025-02-13,12,Surabaya,Bluebird,Cash,,,,,273,2,Cancelled,CUST0259,DRV0177,VH1319
TRIP02598,2025-02-01,17,Jakarta,Bluebird,E-Wallet,30301.0,8.2,39.0,4.1,594,3,Completed,CUST0562,DRV1076,VH1019
TRIP02599,2025-02-20,18,Bandung,Bluebird,Cash,73672.0,12.7,54.4,4.6,211,3,Completed,CUST0736,DRV0022,VH1461
TRIP02600,2025-02-15,7,Jakarta,Silver Bird,Cash,80596.0,9.52,56.3,4.1,630,2,Completed,CUST0794,DRV0653,VH0071
TRIP02601,2025-01-21,5,Surabaya,Bluebird,Debit/Credit,54292.0,6.92,26.0,4.5,263,1,Completed,CUST0146,DRV0783,VH0025
TRIP02602,2025-02-01,23,Jakarta,Bluebird,Debit/Credit,46219.0,7.76,28.2,5.0,723,2,Completed,CUST0391,DRV0168,VH1398
TRIP02603,2025-02-08,9,Bandung,Bluebird,Cash,39173.0,7.12,35.9,4.2,229,1,Completed,CUST0373,DRV1062,VH0458
TRIP02604,2025-01-12,6,Bandung,Bluebird,QRIS,35803.0,3.57,23.6,4.4,255,1,Completed,CUST0045,DRV0873,VH1238
TRIP02605,2025-02-16,8,Jakarta,Golden Bird,E-Wallet,65828.0,6.2,25.6,4.6,643,1,Completed,CUST0397,DRV0940,VH0211
TRIP02606,2025-01-18,5,Surabaya,Golden Bird,Debit/Credit,56101.0,2.65,6.6,4.6,276,1,Completed,CUST0262,DRV0632,VH0541
TRIP02607,2025-01-21,12,Jakarta,Bluebird,Debit/Credit,43226.0,5.73,18.6,4.5,671,1,Completed,CUST0479,DRV0834,VH0771
TRIP02608,2025-01-13,19,Surabaya,Bluebird,Cash,46139.0,8.28,47.0,4.1,177,1,Completed,CUST0746,DRV1190,VH1063
TRIP02609,2025-01-21,11,Jakarta,Bluebird,Cash,37679.0,9.4,31.4,5.0,687,1,Completed,CUST0565,DRV0722,VH1284
TRIP02610,2025-01-08,14,Surabaya,Bluebird,Cash,12049.0,2.06,5.0,4.8,273,1,Completed,CUST0485,DRV1099,VH0677
TRIP02611,2025-02-15,17,Jakarta,Bluebird,Cash,29427.0,8.09,26.6,4.8,628,2,Completed,CUST0747,DRV0440,VH0095
TRIP02612,2025-01-07,15,Bandung,Bluebird,Cash,44216.0,8.69,24.5,4.7,337,1,Completed,CUST0708,DRV0243,VH1414
TRIP02613,2025-01-23,20,Jakarta,Bluebird,Cash,52704.0,8.01,41.6,4.6,720,1,Completed,CUST0516,DRV0601,VH0220
TRIP02614,2025-03-16,20,Surabaya,Bluebird,Debit/Credit,35193.0,6.1,24.5,4.9,264,1,Completed,CUST0572,DRV0762,VH0906
TRIP02615,2025-03-27,1,Jakarta,Bluebird,QRIS,50435.0,7.26,32.5,4.4,684,1,Completed,CUST0685,DRV0543,VH1292
TRIP02616,2025-01-22,19,Medan,Silver Bird,E-Wallet,53088.0,5.88,35.3,4.6,156,1,Completed,CUST0584,DRV0277,VH1090
TRIP02617,2025-03-30,14,Medan,Bluebird,Cash,29006.0,5.59,22.8,4.9,228,1,Completed,CUST0486,DRV0550,VH1411
TRIP02618,2025-01-22,23,Jakarta,Bluebird,QRIS,48662.0,9.02,35.6,5.0,709,1,Completed,CUST0587,DRV0403,VH0193
TRIP02619,2025-01-29,15,Bandung,Bluebird,Cash,73577.0,13.92,63.0,4.7,328,1,Completed,CUST0466,DRV0650,VH1344
TRIP02620,2025-01-13,23,Jakarta,Bluebird,QRIS,37353.0,6.27,26.1,4.7,672,1,Completed,CUST0466,DRV0997,VH0175
TRIP02621,2025-03-23,18,Jakarta,Bluebird,Cash,42972.0,7.55,48.0,4.7,608,2,Completed,CUST0022,DRV0076,VH0112
TRIP02622,2025-01-02,9,Surabaya,Bluebird,E-Wallet,35021.0,7.84,43.7,3.8,172,1,Completed,CUST0396,DRV0339,VH1332
TRIP02623,2025-01-29,16,Surabaya,Silver Bird,E-Wallet,45756.0,5.94,27.4,5.0,168,1,Completed,CUST0209,DRV0765,VH1364
TRIP02624,2025-03-26,23,Surabaya,Bluebird,QRIS,80132.0,11.29,41.7,4.3,290,1,Completed,CUST0563,DRV1103,VH1104
TRIP02625,2025-03-20,20,Jakarta,Bluebird,Cash,,,,,687,1,Cancelled,CUST0145,DRV0038,VH0111
TRIP02626,2025-02-21,7,Jakarta,Bluebird,Debit/Credit,23975.0,6.91,44.2,4.6,619,1,Completed,CUST0420,DRV0318,VH0453
TRIP02627,2025-01-27,18,Jakarta,Bluebird,Debit/Credit,32415.0,10.95,49.0,4.4,628,2,Completed,CUST0349,DRV1187,VH0413
TRIP02628,2025-02-19,11,Surabaya,Bluebird,Cash,40378.0,7.12,22.9,4.7,248,1,Completed,CUST0305,DRV0640,VH0604
TRIP02629,2025-03-20,0,Bandung,Bluebird,Debit/Credit,37457.0,4.54,20.4,5.0,294,1,Completed,CUST0784,DRV0670,VH0960
TRIP02630,2025-01-23,13,Surabaya,Bluebird,E-Wallet,43877.0,9.32,36.6,4.5,284,2,Completed,CUST0044,DRV0329,VH0186
TRIP02631,2025-03-29,9,Jakarta,Bluebird,Debit/Credit,67463.0,11.22,54.9,4.1,602,3,Completed,CUST0107,DRV0476,VH1111
TRIP02632,2025-02-13,19,Jakarta,Bluebird,E-Wallet,48856.0,9.13,57.7,4.8,623,2,Completed,CUST0150,DRV1176,VH1248
TRIP02633,2025-03-18,11,Jakarta,Bluebird,E-Wallet,33599.0,6.1,30.8,4.8,693,3,Completed,CUST0606,DRV0538,VH0051
TRIP02634,2025-01-22,19,Jakarta,Bluebird,E-Wallet,59002.0,9.87,47.7,4.9,607,2,Completed,CUST0264,DRV0343,VH1150
TRIP02635,2025-02-12,0,Jakarta,Bluebird,QRIS,35028.0,7.29,19.3,4.9,673,2,Completed,CUST0110,DRV1191,VH1170
TRIP02636,2025-02-06,10,Medan,Silver Bird,Debit/Credit,70912.0,9.74,35.5,4.2,225,1,Completed,CUST0018,DRV0140,VH1065
TRIP02637,2025-03-02,9,Medan,Silver Bird,E-Wallet,94260.0,11.95,60.8,4.4,117,4,Completed,CUST0750,DRV0073,VH0355
TRIP02638,2025-02-25,9,Bandung,Bluebird,Debit/Credit,12986.0,1.0,5.0,4.5,252,1,Completed,CUST0336,DRV0428,VH1469
TRIP02639,2025-01-03,6,Bandung,Bluebird Van,E-Wallet,69737.0,7.33,52.3,4.4,210,1,Completed,CUST0239,DRV0983,VH0363
TRIP02640,2025-03-04,8,Jakarta,Bluebird,Cash,30085.0,3.29,21.3,4.7,649,2,Completed,CUST0724,DRV0600,VH0536
TRIP02641,2025-01-19,16,Medan,Bluebird Van,QRIS,97249.0,14.83,67.7,3.8,150,1,Completed,CUST0743,DRV0097,VH1308
TRIP02642,2025-01-23,10,Jakarta,Bluebird,QRIS,39035.0,7.1,23.7,4.5,707,1,Completed,CUST0328,DRV0478,VH0036
TRIP02643,2025-01-29,13,Semarang,Silver Bird,Cash,78162.0,9.04,39.6,5.0,185,1,Completed,CUST0294,DRV1022,VH0277
TRIP02644,2025-01-30,12,Bandung,Bluebird,Cash,35401.0,6.89,19.5,4.8,327,1,Completed,CUST0413,DRV0491,VH1349
TRIP02645,2025-02-08,20,Jakarta,Bluebird,Debit/Credit,38011.0,6.09,39.5,4.5,682,2,Completed,CUST0461,DRV0406,VH1010
TRIP02646,2025-01-25,21,Semarang,Bluebird,Cash,17166.0,4.03,25.3,5.0,210,1,Completed,CUST0081,DRV0715,VH0182
TRIP02647,2025-01-08,15,Jakarta,Bluebird,Debit/Credit,76412.0,13.26,59.9,4.2,691,2,Completed,CUST0255,DRV0447,VH0471
TRIP02648,2025-02-27,11,Bandung,Bluebird,Debit/Credit,54347.0,9.87,29.7,4.6,318,1,Completed,CUST0744,DRV0699,VH0417
TRIP02649,2025-01-16,7,Bandung,Silver Bird,Cash,112870.0,12.83,60.8,4.5,218,2,Completed,CUST0363,DRV1044,VH0889
TRIP02650,2025-03-13,22,Jakarta,Bluebird,Cash,70204.0,8.67,43.1,4.4,696,2,Completed,CUST0721,DRV0585,VH1174
TRIP02651,2025-01-01,6,Bandung,Silver Bird,Debit/Credit,69690.0,7.86,43.6,4.3,255,1,Completed,CUST0457,DRV0427,VH0404
TRIP02652,2025-01-05,10,Surabaya,Bluebird,Debit/Credit,40644.0,7.2,21.8,4.1,273,1,Completed,CUST0443,DRV0954,VH0514
TRIP02653,2025-01-03,10,Surabaya,Bluebird,E-Wallet,30241.0,7.14,24.0,4.5,233,1,Completed,CUST0533,DRV0850,VH0566
TRIP02654,2025-03-06,11,Jakarta,Bluebird,E-Wallet,,,,,709,1,Cancelled,CUST0238,DRV0594,VH0441
TRIP02655,2025-01-04,8,Semarang,Bluebird,E-Wallet,41418.0,7.05,32.0,4.7,86,2,Completed,CUST0261,DRV0356,VH1270
TRIP02656,2025-03-05,19,Jakarta,Bluebird,Debit/Credit,40739.0,6.13,43.2,4.3,643,3,Completed,CUST0273,DRV0027,VH0992
TRIP02657,2025-03-30,7,Jakarta,Silver Bird,E-Wallet,91638.0,9.83,33.9,5.0,626,1,Completed,CUST0280,DRV1071,VH1070
TRIP02658,2025-01-10,17,Jakarta,Bluebird,E-Wallet,39499.0,9.01,48.6,4.2,592,4,Completed,CUST0150,DRV0456,VH0075
TRIP02659,2025-01-21,7,Jakarta,Bluebird,E-Wallet,40005.0,9.36,36.4,4.9,593,1,Completed,CUST0152,DRV0112,VH1173
TRIP02660,2025-02-15,6,Jakarta,Golden Bird,Cash,108481.0,13.53,55.4,4.4,629,1,Completed,CUST0794,DRV0747,VH0406
TRIP02661,2025-01-27,21,Semarang,Bluebird,E-Wallet,45979.0,6.69,12.7,4.9,165,1,Completed,CUST0573,DRV0375,VH0003
TRIP02662,2025-03-07,8,Jakarta,Bluebird Van,QRIS,74687.0,10.77,47.2,4.6,600,1,Completed,CUST0648,DRV0845,VH1033
TRIP02663,2025-02-10,19,Jakarta,Bluebird Van,E-Wallet,81037.0,14.65,77.2,3.5,616,2,Completed,CUST0012,DRV0126,VH0514
TRIP02664,2025-01-13,16,Jakarta,Bluebird,Cash,69972.0,12.42,59.5,4.3,615,1,Completed,CUST0014,DRV1031,VH1262
TRIP02665,2025-01-09,6,Surabaya,Bluebird,QRIS,46266.0,11.46,45.5,4.4,208,1,Completed,CUST0511,DRV0562,VH0540
TRIP02666,2025-02-05,22,Medan,Bluebird,Cash,,,,,220,1,Cancelled,CUST0542,DRV0578,VH0290
TRIP02667,2025-03-27,9,Jakarta,Silver Bird,QRIS,,,,,623,3,Cancelled,CUST0445,DRV0362,VH0181
TRIP02668,2025-03-31,20,Jakarta,Bluebird,Cash,23031.0,4.55,18.9,5.0,677,2,Completed,CUST0318,DRV0679,VH1339
TRIP02669,2025-02-27,8,Jakarta,Bluebird,E-Wallet,60899.0,10.0,62.2,3.6,628,2,Completed,CUST0799,DRV0983,VH0266
TRIP02670,2025-02-23,20,Jakarta,Silver Bird,Cash,74024.0,9.32,43.0,4.4,670,2,Completed,CUST0732,DRV0764,VH0083
TRIP02671,2025-01-12,1,Jakarta,Bluebird,QRIS,63507.0,8.57,39.1,4.2,730,1,Completed,CUST0238,DRV0775,VH0258
TRIP02672,2025-03-22,15,Bandung,Golden Bird,Cash,83896.0,10.08,34.7,4.6,291,2,Completed,CUST0539,DRV0800,VH0950
TRIP02673,2025-03-19,18,Jakarta,Bluebird,Debit/Credit,28762.0,4.88,31.9,4.5,644,3,Completed,CUST0769,DRV0275,VH0199
TRIP02674,2025-01-14,21,Bandung,Bluebird,Cash,72274.0,11.9,49.1,4.3,316,1,Completed,CUST0654,DRV0396,VH1316
TRIP02675,2025-02-03,21,Jakarta,Golden Bird,Cash,93476.0,11.21,48.5,4.6,714,2,Completed,CUST0762,DRV0906,VH0648
TRIP02676,2025-02-22,19,Semarang,Bluebird,QRIS,52277.0,6.59,29.6,5.0,112,1,Completed,CUST0074,DRV0492,VH1107
TRIP02677,2025-01-20,20,Semarang,Bluebird,Debit/Credit,41713.0,6.35,26.3,5.0,152,1,Completed,CUST0434,DRV0377,VH0266
TRIP02678,2025-03-16,8,Bandung,Bluebird,Cash,21764.0,8.44,36.0,4.4,243,1,Completed,CUST0298,DRV0659,VH1441
TRIP02679,2025-01-16,10,Jakarta,Bluebird,Cash,76934.0,13.06,37.2,4.1,685,1,Completed,CUST0711,DRV0541,VH0997
TRIP02680,2025-03-11,10,Jakarta,Bluebird,Cash,55967.0,8.8,42.2,4.6,670,2,Completed,CUST0296,DRV0839,VH0870
TRIP02681,2025-02-25,12,Jakarta,Bluebird Van,E-Wallet,,,,,676,2,Cancelled,CUST0014,DRV0320,VH0731
TRIP02682,2025-03-24,13,Surabaya,Bluebird,QRIS,24505.0,8.05,33.0,4.8,264,2,Completed,CUST0612,DRV0225,VH0861
TRIP02683,2025-02-27,16,Bandung,Bluebird,Debit/Credit,55475.0,12.35,59.7,4.7,231,3,Completed,CUST0603,DRV0456,VH0019
TRIP02684,2025-01-04,8,Medan,Bluebird,Cash,30590.0,6.39,35.8,4.5,157,1,Completed,CUST0395,DRV0651,VH0371
TRIP02685,2025-01-04,18,Semarang,Bluebird,QRIS,29442.0,6.71,32.9,4.5,101,1,Completed,CUST0191,DRV0417,VH1047
TRIP02686,2025-01-20,8,Jakarta,Bluebird Van,Cash,97953.0,12.89,61.5,4.3,615,3,Completed,CUST0421,DRV0804,VH1409
TRIP02687,2025-01-10,10,Bandung,Golden Bird,Cash,67519.0,7.44,33.1,4.5,345,1,Completed,CUST0106,DRV0779,VH0619
TRIP02688,2025-01-24,15,Jakarta,Bluebird,QRIS,59847.0,11.91,52.8,4.5,675,2,Completed,CUST0394,DRV0798,VH0643
TRIP02689,2025-01-26,19,Jakarta,Bluebird,QRIS,39331.0,5.77,43.2,4.7,635,1,Completed,CUST0438,DRV0609,VH0379
TRIP02690,2025-02-06,18,Jakarta,Bluebird,Cash,48577.0,7.88,41.2,4.8,644,2,Completed,CUST0007,DRV0793,VH0817
TRIP02691,2025-03-26,17,Jakarta,Bluebird,Debit/Credit,31336.0,12.95,60.2,4.4,600,1,Completed,CUST0081,DRV1015,VH0824
TRIP02692,2025-02-23,8,Medan,Bluebird,E-Wallet,26057.0,5.47,23.5,4.8,140,1,Completed,CUST0765,DRV1081,VH0090
TRIP02693,2025-01-21,16,Jakarta,Bluebird,QRIS,29487.0,8.05,43.3,4.7,643,1,Completed,CUST0652,DRV1147,VH0144
TRIP02694,2025-03-15,7,Bandung,Bluebird Van,Debit/Credit,57017.0,7.77,43.8,4.0,264,1,Completed,CUST0485,DRV0598,VH0621
TRIP02695,2025-02-07,12,Bandung,Bluebird,E-Wallet,23440.0,4.03,14.8,4.8,310,1,Completed,CUST0357,DRV0973,VH0864
TRIP02696,2025-02-15,13,Surabaya,Golden Bird,E-Wallet,62966.0,6.76,30.9,4.6,286,1,Completed,CUST0311,DRV0006,VH0204
TRIP02697,2025-01-04,5,Jakarta,Bluebird,QRIS,26227.0,8.84,33.3,4.7,720,1,Completed,CUST0506,DRV0310,VH1416
TRIP02698,2025-03-01,9,Medan,Bluebird,Debit/Credit,38753.0,7.64,43.3,4.5,131,3,Completed,CUST0519,DRV0785,VH1325
TRIP02699,2025-02-26,22,Bandung,Golden Bird,Cash,102911.0,10.84,49.7,4.5,346,1,Completed,CUST0664,DRV0856,VH0865
TRIP02700,2025-02-14,22,Bandung,Bluebird,QRIS,73060.0,11.62,52.8,4.2,290,1,Completed,CUST0638,DRV0905,VH0153
TRIP02701,2025-01-20,11,Jakarta,Golden Bird,Cash,64112.0,5.93,24.5,5.0,690,2,Completed,CUST0449,DRV1026,VH0529
TRIP02702,2025-01-17,5,Bandung,Bluebird,Cash,27164.0,7.33,22.0,4.8,334,2,Completed,CUST0285,DRV0774,VH0339
TRIP02703,2025-03-12,8,Medan,Bluebird,QRIS,62530.0,9.52,41.8,4.5,129,2,Completed,CUST0282,DRV0754,VH0749
TRIP02704,2025-01-04,12,Bandung,Golden Bird,Cash,104037.0,11.55,50.4,4.2,298,2,Completed,CUST0074,DRV0823,VH1359
TRIP02705,2025-01-14,22,Medan,Bluebird,Debit/Credit,49366.0,9.66,55.8,4.5,216,1,Completed,CUST0045,DRV0058,VH1080
TRIP02706,2025-01-03,7,Bandung,Golden Bird,QRIS,50437.0,7.87,37.1,4.6,238,1,Completed,CUST0529,DRV0518,VH0556
TRIP02707,2025-03-29,18,Jakarta,Bluebird Van,QRIS,77223.0,10.5,53.2,4.2,632,2,Completed,CUST0745,DRV0030,VH0753
TRIP02708,2025-03-21,7,Jakarta,Bluebird,Cash,48314.0,10.52,46.2,4.4,622,2,Completed,CUST0676,DRV0151,VH0931
TRIP02709,2025-02-27,23,Jakarta,Bluebird,Cash,37058.0,5.72,16.1,4.9,714,1,Completed,CUST0457,DRV0548,VH0551
TRIP02710,2025-02-24,12,Surabaya,Bluebird,Debit/Credit,46578.0,8.58,29.6,4.8,281,2,Completed,CUST0575,DRV0110,VH1154
TRIP02711,2025-01-04,18,Medan,Bluebird,E-Wallet,75468.0,11.88,40.9,4.6,110,1,Completed,CUST0407,DRV1145,VH0098
TRIP02712,2025-01-24,11,Jakarta,Silver Bird,Cash,60928.0,7.88,41.0,4.5,672,2,Completed,CUST0093,DRV0241,VH0793
TRIP02713,2025-02-03,17,Bandung,Bluebird,QRIS,40626.0,7.39,21.9,5.0,241,1,Completed,CUST0322,DRV1054,VH0422
TRIP02714,2025-01-30,8,Bandung,Bluebird,E-Wallet,51747.0,6.27,31.2,4.9,229,1,Completed,CUST0466,DRV0466,VH0080
TRIP02715,2025-03-23,7,Jakarta,Bluebird,Cash,10000.0,1.56,6.0,4.9,606,1,Completed,CUST0604,DRV0465,VH0288
TRIP02716,2025-01-19,21,Jakarta,Bluebird,E-Wallet,53951.0,8.56,28.0,4.5,706,1,Completed,CUST0554,DRV0237,VH0847
TRIP02717,2025-01-31,21,Jakarta,Silver Bird,QRIS,69735.0,9.41,47.3,4.2,707,1,Completed,CUST0753,DRV1173,VH0169
TRIP02718,2025-03-01,20,Jakarta,Bluebird,QRIS,28903.0,6.96,29.2,4.5,718,1,Completed,CUST0327,DRV0374,VH1103
TRIP02719,2025-03-01,17,Jakarta,Bluebird Van,QRIS,38352.0,5.04,21.4,5.0,599,3,Completed,CUST0767,DRV0600,VH0071
TRIP02720,2025-01-19,19,Jakarta,Bluebird,QRIS,41115.0,5.86,27.3,4.7,632,3,Completed,CUST0583,DRV0516,VH0263
TRIP02721,2025-02-18,6,Jakarta,Bluebird,QRIS,68934.0,10.79,45.8,5.0,634,2,Completed,CUST0728,DRV0252,VH0712
TRIP02722,2025-03-04,11,Surabaya,Bluebird,E-Wallet,83603.0,13.92,55.4,4.3,258,1,Completed,CUST0568,DRV0563,VH0723
TRIP02723,2025-03-24,10,Jakarta,Bluebird,Debit/Credit,60447.0,12.65,51.8,4.3,711,1,Completed,CUST0591,DRV0536,VH0530
TRIP02724,2025-01-22,17,Semarang,Bluebird Van,Debit/Credit,16266.0,2.77,32.3,4.6,115,1,Completed,CUST0415,DRV1070,VH0785
TRIP02725,2025-01-24,11,Jakarta,Bluebird,E-Wallet,53371.0,11.06,30.8,4.6,729,2,Completed,CUST0499,DRV0628,VH0210
TRIP02726,2025-03-17,7,Jakarta,Silver Bird,Cash,,,,,621,3,Cancelled,CUST0440,DRV0607,VH0117
TRIP02727,2025-01-30,17,Jakarta,Bluebird,Debit/Credit,35851.0,6.75,32.8,4.3,602,1,Completed,CUST0633,DRV0435,VH0616
TRIP02728,2025-02-27,19,Jakarta,Bluebird,QRIS,36156.0,7.11,43.1,4.6,620,1,Completed,CUST0714,DRV0611,VH1101
TRIP02729,2025-01-31,12,Medan,Bluebird,E-Wallet,57641.0,9.62,41.0,4.8,249,1,Completed,CUST0432,DRV0276,VH0315
TRIP02730,2025-03-05,7,Jakarta,Bluebird,QRIS,35875.0,11.38,57.7,4.9,593,1,Completed,CUST0328,DRV0848,VH0011
TRIP02731,2025-01-19,8,Semarang,Bluebird,Debit/Credit,29657.0,6.51,36.5,4.5,121,1,Completed,CUST0257,DRV1119,VH1075
